Series Name,Series Code,Country Name,Country Code,1970 [YR1970],1980 [YR1980],1990 [YR1990],2000 [YR2000],2010 [YR2010],2017 [YR2017],[YR1970],[YR1980],[YR1990],[YR2000],[YR2010],[YR2017]
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Vietnam,VNM,1310000000,1025000000,116000000,7000000,152000000,690000000,0,0,0.01792408001,0.0002245567685,0.001311116242,0.003082228546
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,West Bank and Gaza,PSE,..,..,..,..,6000000,..,0,0,0,0,0.0006731664628,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,"Yemen, Rep.",YEM,..,..,78000000,158000000,258000000,..,0,0,0.01381202774,0.01639626276,0.008347691324,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Zambia,ZMB,4000000,136000000,..,33000000,..,40000000,0.00219143774,0.03551377464,0,0.009164927775,0,0.001549866984
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Zimbabwe,ZWE,..,..,2000000,3000000,..,..,0,0,0.0002276914544,0.0004484333354,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Arab World,ARB,4300000000,11966000000,6478000000,2769000000,5138000000,11535000000,0.1370486091,0.03539480884,0.01450066794,0.003768535863,0.002435589592,0.004451867507
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Caribbean small states,CSS,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Central Europe and the Baltics,CEB,2308000000,2582000000,1649000000,235000000,398000000,459000000,0,0,0.006431580005,0.0005492818534,0.0003031911186,0.0003163888089
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Early-demographic dividend,EAR,8335000000,17132000000,11118000000,6340000000,10324000000,15244000000,0.02991706381,0.01327240487,0.006131773873,0.001928159326,0.001211930188,0.001355099703
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,East Asia & Pacific,EAS,4086000000,6352000000,6650000000,6472000000,6402000000,8088000000,0.0100282708,0.003504647527,0.001405197575,0.0007815595449,0.0003778492523,0.0003370105211
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,East Asia & Pacific (excluding high income),EAP,2267000000,3037000000,1433000000,2862000000,2043000000,3943000000,0.01788403512,0.008103209436,0.002161385673,0.001649397311,0.0002591834922,0.0002674612276
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,East Asia & Pacific (IDA & IBRD countries),TEA,1644000000,2621000000,1140000000,2844000000,2042000000,3943000000,0.01299608055,0.007007706117,0.001723008884,0.001642410952,0.0002595612388,0.0002679765854
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Euro area,EMU,4406000000,3951000000,3381000000,2191000000,2744000000,1392000000,0.006873552152,0.00133718751,0.0005763735167,0.0003380580168,0.0002170710008,0.0001105683557
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Europe & Central Asia,ECS,8115000000,8916000000,7408000000,5095000000,4638000000,4335000000,0.008056204354,0.001960883871,0.0008386598601,0.0005085273029,0.0002217056787,0.0002022061301
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Europe & Central Asia (excluding high income),ECA,1979000000,1590000000,2603000000,..,929000000,1350000000,0,0,0.002790616413,0,0.0003001348594,0.0004090288433
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Europe & Central Asia (IDA & IBRD countries),TEC,2927000000,2683000000,2873000000,..,1097000000,1558000000,0,0,0.002814957189,0,0.0003018358101,0.0004015609343
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,European Union,EUU,7194000000,7909000000,5361000000,3513000000,3617000000,2697000000,0.008415935056,0.002049476107,0.0007079089421,0.0003944416767,0.0002129226244,0.0001560971868
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Fragile and conflict affected situations,FCS,2063000000,7819000000,3889000000,..,1951000000,..,0,0,0,0,0.003043285322,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Heavily indebted poor countries (HIPC),HPC,784000000,1411000000,..,..,..,..,0.02463776802,0.01340511969,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,High income,HIC,10282000000,14742000000,14345000000,10096000000,11932000000,15191000000,0.004255896848,0.001639070688,0.0007528365384,0.0003618766165,0.0002609839932,0.0002951117573
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,IBRD only,IBD,10348000000,18673000000,10124000000,8749000000,10295000000,14478000000,0.0195488671,0.008726637391,0.002938716662,0.001508486221,0.0005153382353,0.0005053664719
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,IDA & IBRD total,IBT,12533000000,23627000000,14310000000,9808000000,14420000000,16199000000,0.0205050684,0.009764588084,0.003812026796,0.001575729895,0.0006729251534,0.0005269373316
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,IDA blend,IDB,485000000,1553000000,753000000,241000000,2575000000,761000000,0.01476239936,0.01179093971,0.00604554228,0.00137119042,0.003625031826,0.0008313829429
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,IDA only,IDX,1700000000,3401000000,..,..,..,..,0.03396769268,0.02293348571,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,IDA total,IDA,2185000000,4954000000,4186000000,1059000000,4125000000,1721000000,0.02644979718,0.01752244776,0.0134704195,0.002493558105,0.002833405795,0.0008196732012
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Late-demographic dividend,LTE,4542000000,5109000000,3254000000,4517000000,4608000000,6657000000,0.01413270894,0.004234226994,0.00160517708,0.001327538479,0.0003409640124,0.0003254798352
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Latin America & Caribbean,LCN,858000000,2892000000,1086000000,1038000000,1614000000,650000000,0.004876479607,0.003735196213,0.0009278186975,0.0004538403684,0.0003021913435,0.0001091580014
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Latin America & Caribbean (excluding high income),LAC,523000000,2256000000,744000000,575000000,1084000000,524000000,0.004208927466,0.003597135731,0.0007969008417,0.0003198819236,0.0002422458481,0.0001109452467
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Latin America & the Caribbean (IDA & IBRD countries),TLA,703000000,2539000000,915000000,1005000000,1614000000,638000000,0.004294352169,0.003456979012,0.0008311681586,0.000462372976,0.0003136191097,0.0001118373532
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Least developed countries: UN classification,LDC,816000000,1572000000,..,..,..,1115000000,0,0.01363084129,0,0,0,0.001049270622
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Low & middle income,LMY,12028000000,22661000000,14162000000,9248000000,13729000000,15877000000,0.02167862301,0.010037056,0.004032323216,0.001633443104,0.000678249288,0.0005430483584
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Low income,LIC,1648000000,3396000000,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Lower middle income,LMC,5313000000,7548000000,5324000000,3115000000,7206000000,9962000000,0.0317034242,0.01236191643,0.006048015796,0.002450512468,0.001604378873,0.001531636255
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Middle East & North Africa,MEA,5996000000,13395000000,6978000000,3524000000,5117000000,12019000000,0.1454366366,0.03329936413,0.01266996678,0.003645447928,0.001848715375,0.003680322289
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Middle East & North Africa (excluding high income),MNA,4661000000,10703000000,3514000000,2148000000,3112000000,4926000000,0,0,0,0.004760840139,0.002249339676,0.003440549737
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Middle East & North Africa (IDA & IBRD countries),TMN,4661000000,10703000000,3514000000,2148000000,3106000000,4926000000,0,0,0,0.004802164466,0.002259532244,0.00347633505
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Middle income,MIC,10380000000,19265000000,11083000000,8701000000,12514000000,15527000000,0.01967526675,0.008903053771,0.003258585498,0.001575423895,0.0006303046737,0.0005413367836
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,North America,NAC,657000000,767000000,517000000,903000000,1329000000,842000000,0.0005644492854,0.0002445032882,0.00007862985185,0.00008186353189,0.00008013950745,0.00004000004717
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Not classified,INX,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,OECD members,OED,9596000000,12463000000,11024000000,8852000000,9363000000,8216000000,0.004011603084,0.001420588464,0.0005889931883,0.000322987053,0.0002097101267,0.0001655570122
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Other small states,OSS,12000000,..,517000000,400000000,..,794000000,0,0,0.009537312636,0.004363538418,0,0.001974194325
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Pacific island small states,PSS,..,..,23000000,..,..,..,0,0,0.009498229262,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Post-demographic dividend,PST,7992000000,10679000000,10726000000,7490000000,9031000000,7286000000,0.003413865242,0.001251553916,0.0005841797973,0.0002849029101,0.000212940648,0.0001547347101
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Pre-demographic dividend,PRE,861000000,3967000000,3011000000,412000000,1601000000,1388000000,0.03989330029,0.03630791851,0.01795486818,0.001951081828,0.001583037803,0.0010701026
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Small states,SST,..,..,..,..,..,806000000,0,0,0,0,0,0.00167495081
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,South Asia,SAS,1336000000,3066000000,5456000000,1681000000,5521000000,4683000000,0.01576893231,0.01315393495,0.01357045158,0.002734416161,0.00270353104,0.0014226528
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,South Asia (IDA & IBRD),TSA,1336000000,3066000000,5456000000,1681000000,5521000000,4683000000,0.01576893231,0.01315393495,0.01357045158,0.002734416161,0.00270353104,0.0014226528
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Sub-Saharan Africa,SSF,1262000000,2015000000,412000000,631000000,1040000000,..,0.01952233973,0.007382115706,0.001328089194,0.001719774651,0.000762309881,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Sub-Saharan Africa (excluding high income),SSA,1262000000,2009000000,412000000,631000000,1040000000,..,0.01952699349,0.007363995582,0.001329673706,0.001722677181,0.000762851394,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Sub-Saharan Africa (IDA & IBRD countries),TSS,1262000000,2015000000,412000000,631000000,1040000000,..,0.01952233973,0.007382115706,0.001328089194,0.001719774651,0.000762309881,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Upper middle income,UMC,5067000000,11717000000,5759000000,5586000000,5308000000,5565000000,0.01417562699,0.007569333659,0.002285569982,0.001313782628,0.0003455181929,0.0002510327901
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,World,WLD,22310000000,37403000000,28507000000,19344000000,25661000000,31068000000,0.007544837649,0.003348521127,0.001262836923,0.0005762090179,0.0003890584355,0.0003850587706
"Armed forces personnel, total",MS.MIL.TOTL.P1,Afghanistan,AFG,..,..,58000,400000,306800,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Albania,ALB,..,..,..,67500,14745,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Algeria,DZA,..,..,126000,305200,317200,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,American Samoa,ASM,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Andorra,AND,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Angola,AGO,..,..,115000,117500,117000,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Antigua and Barbuda,ATG,..,..,..,200,170,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Argentina,ARG,..,..,85000,102300,104340,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Armenia,ARM,..,..,..,42300,55528,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Aruba,ABW,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Australia,AUS,..,..,68000,51600,56552,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Austria,AUT,..,..,43000,40500,25758,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Azerbaijan,AZE,..,..,..,87100,81940,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,"Bahamas, The",BHS,..,..,..,3200,860,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Bahrain,BHR,..,..,8000,21200,19460,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Bangladesh,BGD,..,..,103000,137000,220953,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Barbados,BRB,..,..,..,600,610,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Belarus,BLR,..,..,..,91100,182940,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Belgium,BEL,..,..,106000,39300,35736,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Belize,BLZ,..,..,1000,1100,1050,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Benin,BEN,..,..,6000,7300,7250,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Bermuda,BMU,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Bhutan,BTN,..,..,..,6000,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Bolivia,BOL,..,..,30000,69600,83200,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Bosnia and Herzegovina,BIH,..,..,..,76000,10577,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Botswana,BWA,..,..,6000,10000,10500,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Brazil,BRA,..,..,295000,673200,713480,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,British Virgin Islands,VGB,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Brunei Darussalam,BRN,..,..,4000,8800,9250,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Bulgaria,BGR,..,..,129000,113800,65315,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Burkina Faso,BFA,..,..,10000,11300,11450,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Burundi,BDI,..,..,12000,45500,51050,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Cabo Verde,CPV,..,..,1000,1200,1200,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Cambodia,KHM,..,..,112000,360000,191300,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Cameroon,CMR,..,..,23000,22100,23200,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Canada,CAN,..,..,87000,68500,65700,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Cayman Islands,CYM,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Central African Republic,CAF,..,..,4000,5400,3150,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Chad,TCD,..,..,50000,34600,34850,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Channel Islands,CHI,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Chile,CHL,..,..,95000,116500,103771,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,China,CHN,..,..,3500000,3910000,2945000,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Colombia,COL,..,..,110000,247000,441828,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Comoros,COM,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,"Congo, Dem. Rep.",COD,..,..,55000,92900,159000,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,"Congo, Rep.",COG,..,..,9000,15000,12000,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Costa Rica,CRI,..,..,8000,15400,9800,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Cote d'Ivoire,CIV,..,..,15000,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Croatia,HRV,..,..,..,101000,21600,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Cuba,CUB,..,..,297000,84500,75500,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Curacao,CUW,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Cyprus,CYP,..,..,10000,10800,12750,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Czech Republic,CZE,..,..,..,63300,28521,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Denmark,DNK,..,..,31000,21800,18628,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Djibouti,DJI,..,..,4000,12600,12950,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Dominica,DMA,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Dominican Republic,DOM,..,..,21000,39500,39500,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Ecuador,ECU,..,..,53000,57800,58983,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,"Egypt, Arab Rep.",EGY,..,..,434000,678500,835500,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,El Salvador,SLV,..,..,55000,28800,32500,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Equatorial Guinea,GNQ,..,..,1000,1600,1320,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Eritrea,ERI,..,..,..,200000,201750,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Estonia,EST,..,..,..,7600,5750,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Eswatini,SWZ,..,..,3000,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Ethiopia,ETH,..,..,250000,352500,138000,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Faroe Islands,FRO,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Fiji,FJI,..,..,5000,3500,3500,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Finland,FIN,..,..,31000,35100,24975,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,France,FRA,..,..,550000,389400,341967,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,French Polynesia,PYF,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Gabon,GAB,..,..,9000,6700,6700,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,"Gambia, The",GMB,..,..,2000,800,800,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Georgia,GEO,..,..,..,33400,32355,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Germany,DEU,..,..,545000,221100,251465,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Ghana,GHA,..,..,9000,8000,15500,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Gibraltar,GIB,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Greece,GRC,..,..,201000,163200,149647,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Greenland,GRL,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Grenada,GRD,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Guam,GUM,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Guatemala,GTM,..,..,43000,52900,34212,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Guinea,GIN,..,..,15000,19300,19300,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Guinea-Bissau,GNB,..,..,12000,9300,6458,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Guyana,GUY,..,..,4000,3100,2600,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Haiti,HTI,..,..,8000,5300,0,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Honduras,HND,..,..,18000,14300,20000,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Hungary,HUN,..,..,94000,57800,34587,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Iceland,ISL,..,..,..,100,130,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,India,IND,..,..,1260000,2372000,2625586,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Indonesia,IDN,..,..,283000,492000,582000,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,"Iran, Islamic Rep.",IRN,..,..,440000,753000,563000,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Iraq,IRQ,..,..,1390000,479000,802400,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Ireland,IRL,..,..,13000,11500,10460,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Isle of Man,IMN,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Israel,ISR,..,..,190000,180500,184550,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Italy,ITA,..,..,493000,503100,359378,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Jamaica,JAM,..,..,3000,3000,2830,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Japan,JPN,..,..,250000,248700,260382,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Jordan,JOR,..,..,100000,148900,110500,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Kazakhstan,KAZ,..,..,..,98500,80500,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Kenya,KEN,..,..,20000,27200,29120,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Kiribati,KIR,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,"Korea, Dem. People’s Rep.",PRK,..,..,1200000,1244000,1379000,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,"Korea, Rep.",KOR,..,..,650000,687500,659500,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Kosovo,XKX,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Kuwait,KWT,..,..,7000,20300,22600,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Kyrgyz Republic,KGZ,..,..,..,14000,20400,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Lao PDR,LAO,..,..,55000,129100,129100,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Latvia,LVA,..,..,..,8500,4600,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Lebanon,LBN,..,..,36000,76600,79100,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Lesotho,LSO,..,..,2000,2000,2000,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Liberia,LBR,..,..,8000,15000,2040,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Libya,LBY,..,..,86000,76500,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Liechtenstein,LIE,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Lithuania,LTU,..,..,..,16600,25240,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Luxembourg,LUX,..,..,1000,1400,1512,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,"Macao SAR, China",MAC,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,"Macedonia, FYR",MKD,..,..,..,23500,8000,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Madagascar,MDG,..,..,21000,28500,21600,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Malawi,MWI,..,..,7000,6000,5300,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Malaysia,MYS,..,..,130000,116100,133600,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Maldives,MDV,..,..,..,5000,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Mali,MLI,..,..,13000,15200,12150,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Malta,MLT,..,..,2000,2100,2127,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Marshall Islands,MHL,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Mauritania,MRT,..,..,17000,20700,20870,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Mauritius,MUS,..,..,1000,1800,2000,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Mexico,MEX,..,..,175000,207800,331750,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Moldova,MDA,..,..,..,12900,7733,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Monaco,MCO,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Mongolia,MNG,..,..,32000,16300,17200,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Montenegro,MNE,..,..,..,..,13084,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Morocco,MAR,..,..,195000,240500,245800,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Mozambique,MOZ,..,..,65000,6100,11200,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Myanmar,MMR,..,..,230000,429100,513250,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Namibia,NAM,..,..,..,9100,15200,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Nauru,NRU,..,..,..,..,..,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Nepal,NPL,..,..,35000,90000,157753,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,Netherlands,NLD,..,..,104000,57100,43279,..,,,,,,
"Armed forces personnel, total",MS.MIL.TOTL.P1,New Caledonia,NCL,..,..,..,..,..,..,,,,,,
