Series Name,Series Code,Country Name,Country Code,1970 [YR1970],1980 [YR1980],1990 [YR1990],2000 [YR2000],2010 [YR2010],2017 [YR2017],[YR1970],[YR1980],[YR1990],[YR2000],[YR2010],[YR2017]
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Denmark,DNK,312000000,569000000,124000000,50000000,17000000,54000000,0.01827182859,0.007999708383,0.0008969436285,0.0003045831223,0.00005279579342,0.0001662193269
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Djibouti,DJI,..,5000000,..,1000000,..,..,0,0,0,0.001814121939,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Dominica,DMA,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Dominican Republic,DOM,1000000,9000000,..,13000000,51000000,..,0.0006732192895,0.001357261328,0,0.0005348667996,0.0009447438537,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Ecuador,ECU,5000000,257000000,3000000,..,90000000,20000000,0.001746722346,0.01437238425,0.0001968597187,0,0.00129393322,0.0001940680782
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,"Egypt, Arab Rep.",EGY,1802000000,1004000000,562000000,837000000,686000000,2355000000,0.2345593121,0.0438188751,0.01303024733,0.008383535725,0.003134018233,0.01000556023
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,El Salvador,SLV,9000000,12000000,..,..,..,..,0.007944073721,0.003357620213,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Equatorial Guinea,GNQ,..,1000000,..,..,3000000,..,0,0.01974611208,0,0,0.0001840655437,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Eritrea,ERI,..,..,..,20000000,..,..,0,0,0,0.02831374054,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Estonia,EST,..,..,..,27000000,13000000,30000000,0,0,0,0.00474869317,0.0006669766792,0.001157359201
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Eswatini,SWZ,..,..,..,1000000,..,..,0,0,0,0.0005753406071,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Ethiopia,ETH,89000000,367000000,3000000,140000000,54000000,1000000,0,0,0.0002464031958,0.01698536035,0.001803981367,0.00001241287771
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Faroe Islands,FRO,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Fiji,FJI,..,..,1000000,..,..,..,0,0,0.0007479292929,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Finland,FIN,15000000,328000000,90000000,474000000,50000000,100000000,0.001319730888,0.00610970845,0.000635963081,0.003775692238,0.0002017757755,0.000397006747
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,France,FRA,124000000,70000000,60000000,107000000,103000000,65000000,0.0008352622953,0.00009981627819,0.00004727463253,0.00007854658339,0.00003897662447,0.00002516939675
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,French Polynesia,PYF,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Gabon,GAB,1000000,26000000,29000000,..,22000000,..,0.003088302517,0.006075280293,0.004872071363,0,0.001532179428,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,"Gambia, The",GMB,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Georgia,GEO,..,..,..,6000000,..,7000000,0,0,0,0.001962417428,0,0.0004617633186
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Germany,DEU,1475000000,237000000,716000000,113000000,283000000,65000000,0.00685976936,0.0002503445259,0.0004056730891,0.00005795008694,0.00008281889623,0.00001767534355
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Ghana,GHA,..,38000000,4000000,1000000,2000000,..,0,0.008548492486,0.0006792123037,0.0002006813369,0.0000621605008,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Gibraltar,GIB,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Greece,GRC,302000000,665000000,903000000,708000000,641000000,56000000,0.02298349773,0.01170163537,0.0092245371,0.005440552347,0.002141223357,0.0002795969929
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Greenland,GRL,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Grenada,GRD,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Guam,GUM,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Guatemala,GTM,..,8000000,0,..,..,..,0,0.001015395941,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Guinea,GIN,1000000,..,1000000,18000000,4000000,..,0,0,0.0003750071003,0.006009292431,0.0005720416449,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Guinea-Bissau,GNB,..,2000000,20000000,..,..,..,0,0.01807438556,0.081979982,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Guyana,GUY,..,4000000,..,..,..,..,0,0.006631299735,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Haiti,HTI,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Honduras,HND,..,13000000,..,..,..,10000000,0,0.005066250876,0,0,0,0.0004351887932
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Hungary,HUN,22000000,387000000,14000000,14000000,18000000,7000000,0,0,0,0.0002959166219,0.0001374857716,0.00005031083841
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Iceland,ISL,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,India,IND,872000000,1784000000,2715000000,995000000,2909000000,3358000000,0.01415818841,0.009704097658,0.008572853874,0.002152995545,0.00175598818,0.001292785919
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Indonesia,IDN,28000000,910000000,202000000,151000000,225000000,1196000000,0.00305988024,0.01255478277,0.001903133745,0.0009150349892,0.0002979760827,0.001177699704
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,"Iran, Islamic Rep.",IRN,1192000000,278000000,454000000,418000000,103000000,4000000,0.1085981575,0.002946092581,0.003637433921,0.003814157187,0.0002114687639,0.000009100971629
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Iraq,IRQ,154000000,2239000000,779000000,..,434000000,712000000,0.04692670023,0.04192437241,0.004330524885,0,0.003133195702,0.003601129653
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Ireland,IRL,7000000,48000000,..,0,5000000,3000000,0.001590453756,0.002204473985,0,0,0.0000225274588,0.00000898928213
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Isle of Man,IMN,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Israel,ISR,1126000000,1273000000,81000000,368000000,67000000,528000000,0.1598145432,0.05270224526,0.00137318397,0.002780730808,0.0002868033777,0.001504914324
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Italy,ITA,555000000,479000000,158000000,241000000,115000000,794000000,0.004910580019,0.001006974176,0.0001342023879,0.0002110776352,0.00005411616379,0.0004103787712
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Jamaica,JAM,..,..,..,..,1000000,..,0,0,0,0,0.00007580555329,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Japan,JPN,658000000,1067000000,2703000000,493000000,392000000,500000000,0.00309488036,0.000965273692,0.0008628015734,0.0001008691595,0.00006877074607,0.0001026243732
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Jordan,JOR,130000000,383000000,16000000,133000000,89000000,386000000,0.2032530648,0.09795303915,0.003846150224,0.01572025157,0.003367974345,0.009633548665
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Kazakhstan,KAZ,..,..,..,121000000,58000000,209000000,0,0,0,0.006614917016,0.0003917665577,0.001311109905
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Kenya,KEN,0,119000000,42000000,15000000,116000000,13000000,0,0.01637919272,0.00489946807,0.001180604361,0.002899993595,0.0001734762994
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Kiribati,KIR,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,"Korea, Dem. People’s Rep.",PRK,623000000,416000000,295000000,18000000,1000000,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,"Korea, Rep.",KOR,76000000,918000000,1211000000,1396000000,1282000000,918000000,0.008445169601,0.01412724537,0.004335073539,0.002485608373,0.001171311809,0.0005997056648
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Kosovo,XKX,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Kuwait,KWT,54000000,35000000,325000000,245000000,85000000,113000000,0.01878924291,0.001222128892,0.01763641845,0.006496629213,0.0007364468804,0.0009406767798
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Kyrgyz Republic,KGZ,..,..,..,..,..,13000000,0,0,0,0,0,0.001718499512
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Lao PDR,LAO,32000000,35000000,8000000,7000000,..,1000000,0,0,0.009242572819,0.004043442696,0,0.00005933633632
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Latvia,LVA,..,..,..,3000000,15000000,39000000,0,0,0,0.0003779404247,0.0006313830647,0.001288640435
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Lebanon,LBN,..,37000000,..,4000000,64000000,84000000,0,0,0,0.0002317448117,0.001665815252,0.001620230109
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Lesotho,LSO,..,3000000,..,..,..,1000000,0,0.006951502529,0,0,0,0.0003788759543
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Liberia,LBR,..,..,3000000,8000000,..,..,0,0,0.007804370447,0.01512102681,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Libya,LBY,371000000,2969000000,10000000,..,37000000,..,0,0,0.0003459987783,0,0.0004948280777,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Liechtenstein,LIE,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Lithuania,LTU,..,..,..,6000000,8000000,29000000,0,0,0,0.0005199662048,0.0002155142357,0.00061481965
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Luxembourg,LUX,..,..,..,..,7000000,..,0,0,0,0,0.0001315480958,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,"Macao SAR, China",MAC,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,"Macedonia, FYR",MKD,..,..,..,14000000,..,..,0,0,0,0.003710721266,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Madagascar,MDG,..,43000000,..,..,..,..,0,0.01063792967,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Malawi,MWI,..,14000000,10000000,..,..,..,0,0.01131171028,0.005316966841,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Malaysia,MYS,25000000,129000000,..,26000000,421000000,187000000,0.006469693127,0.005267879118,0,0.0002772158327,0.001650872864,0.000594594067
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Maldives,MDV,..,..,..,..,5000000,..,0,0,0,0,0.001931862398,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Mali,MLI,..,..,1000000,7000000,..,31000000,0,0,0.0003728683076,0.002369564315,0,0.002027712502
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Malta,MLT,..,1000000,..,0,..,8000000,0,0.000799845081,0,0,0,0.0006380729822
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Marshall Islands,MHL,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Mauritania,MRT,11000000,..,16000000,31000000,9000000,..,0.05254402561,0,0.01569241654,0.02396312755,0.002071982955,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Mauritius,MUS,..,..,6000000,..,..,19000000,0,0,0.002261181542,0,0,0.001424485669
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Mexico,MEX,82000000,75000000,34000000,227000000,112000000,218000000,0.002308558559,0.0003859060403,0.0001294202989,0.0003206637057,0.0001058800002,0.0001895786042
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,"Micronesia, Fed. Sts.",FSM,..,..,14000000,..,..,..,0,0,0.09510869565,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Moldova,MDA,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Monaco,MCO,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Mongolia,MNG,15000000,60000000,..,..,27000000,..,0,0,0,0,0.003755486231,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Montenegro,MNE,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Morocco,MAR,77000000,453000000,137000000,125000000,306000000,351000000,0.01946248939,0.02084793566,0.004539413757,0.003216902784,0.003282671955,0.003216067981
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Mozambique,MOZ,..,54000000,..,0,..,..,0,0.0153135577,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Myanmar,MMR,4000000,40000000,266000000,16000000,68000000,167000000,0,0,0,0.001796730053,0.001372605644,0.002409043367
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Namibia,NAM,..,..,..,..,..,1000000,0,0,0,0,0,0.00007550248406
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Nauru,NRU,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Nepal,NPL,8000000,..,..,..,..,..,0.009238138686,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Netherlands,NLD,690000000,626000000,276000000,123000000,193000000,35000000,0.01831325789,0.00324922425,0.0008782322472,0.000297959876,0.0002307536131,0.00004236260958
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,New Caledonia,NCL,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,New Zealand,NZL,168000000,..,23000000,..,58000000,..,0.02536412812,0,0.0005052831279,0,0.0003956780185,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Nicaragua,NIC,..,..,102000000,..,..,..,0,0,0.1010445747,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Niger,NER,1000000,7000000,..,..,0,..,0.001538658704,0.002790485353,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Nigeria,NGA,14000000,503000000,18000000,36000000,188000000,26000000,0.001115906935,0.007834672751,0.0005852311916,0.000776096048,0.0005093988635,0.00006919112919
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Northern Mariana Islands,MNP,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Norway,NOR,145000000,251000000,369000000,229000000,159000000,361000000,0.01131563968,0.003895133515,0.003080347398,0.001336713916,0.0003705162701,0.0009051431164
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Oman,OMN,26000000,12000000,59000000,118000000,30000000,783000000,0.1014438202,0.002006098446,0.00504918872,0.006048982748,0.000511575306,0.01077879138
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Pakistan,PAK,447000000,854000000,635000000,186000000,2189000000,710000000,0.04457923997,0.03604942724,0.01587086368,0.002515132206,0.01233886935,0.002328236649
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Palau,PLW,..,..,2000000,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Panama,PAN,15000000,3000000,..,..,..,15000000,0.01110283415,0.0006501828834,0,0,0,0.0002425686044
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Papua New Guinea,PNG,..,..,4000000,..,..,4000000,0,0,0.001242340055,0,0,0.0001896745132
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Paraguay,PRY,0,18000000,6000000,..,3000000,..,0,0.004395807829,0.001053518463,0,0.0001497713886,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Peru,PER,35000000,710000000,97000000,24000000,46000000,64000000,0.004709223494,0.03915290932,0.003672797419,0.0004638151774,0.0003118032362,0.0003027589779
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Philippines,PHL,9000000,75000000,33000000,..,3000000,271000000,0.001345853794,0.002311209482,0.0007447260909,0,0.00001503075479,0.0008641713663
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Poland,POL,948000000,1093000000,270000000,148000000,158000000,197000000,0,0,0.004092288748,0.0008610378136,0.0003296326432,0.0003755889559
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Portugal,PRT,371000000,36000000,73000000,2000000,892000000,8000000,0.04575144907,0.001094232929,0.000927318462,0.00001689781612,0.003743126776,0.00003676959221
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Puerto Rico,PRI,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Qatar,QAT,6000000,55000000,5000000,14000000,30000000,670000000,0.01988128871,0.007025077958,0.0006793072686,0.0007882931659,0.0002397654014,0.003997488866
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Romania,ROU,573000000,528000000,606000000,21000000,107000000,99000000,0,0,0.01554027276,0.0005609194921,0.0006420321228,0.0004674148535
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Russian Federation,RUS,..,..,..,..,22000000,34000000,0,0,0,0,0.00001442702312,0.00002155276044
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Rwanda,RWA,..,..,1000000,14000000,..,..,0,0,0.0003921283192,0.008069449592,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Samoa,WSM,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,San Marino,SMR,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Sao Tome and Principe,STP,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Saudi Arabia,SAU,54000000,1094000000,2073000000,85000000,1083000000,4111000000,0.01004215224,0.006648768956,0.01762301462,0.0004485134849,0.002050331764,0.006011753166
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Senegal,SEN,..,..,..,..,4000000,22000000,0,0,0,0,0.000308906398,0.001343532475
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Serbia,SRB,..,..,..,1000000,16000000,65000000,0,0,0,0.0001528994197,0.0004054702218,0.001568848981
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Seychelles,SYC,..,6000000,0,..,..,..,0,0.04071737976,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Sierra Leone,SLE,..,42000000,..,..,..,..,0,0.03815802683,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Singapore,SGP,92000000,410000000,527000000,798000000,988000000,428000000,0.04792893125,0.03447288446,0.01457732887,0.008326904442,0.004178971967,0.001321365979
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Slovak Republic,SVK,..,..,..,0,9000000,47000000,0,0,0,0,0.0001005575212,0.0004907640709
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Slovenia,SVN,..,..,..,2000000,39000000,..,0,0,0,0.00009831777618,0.0008122697428,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Solomon Islands,SLB,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Somalia,SOM,..,120000000,16000000,..,..,2000000,0,0,0,0,0,0.0002714234276
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,South Africa,ZAF,474000000,200000000,13000000,6000000,180000000,..,0.02573564913,0.002410100885,0.0001125022159,0.00004400057486,0.0004796186911,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,South Sudan,SSD,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Spain,ESP,237000000,692000000,709000000,321000000,288000000,72000000,0.005797221258,0.002981029025,0.001324982892,0.0005391309865,0.0002011711585,0.00005490650577
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Sri Lanka,LKA,..,18000000,19000000,297000000,5000000,45000000,0,0.004472469824,0.002365375531,0.01818647844,0.00008813989124,0.0005162049217
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,St. Kitts and Nevis,KNA,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,St. Lucia,LCA,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,St. Martin (French part),MAF,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Sudan,SDN,611000000,3000000,3000000,..,182000000,54000000,0.2506495282,0.0004021537568,0.0002417668799,0,0.002772948428,0.000459621967
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Suriname,SUR,..,..,..,2000000,..,..,0,0,0,0.002241739318,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Sweden,SWE,108000000,246000000,90000000,204000000,51000000,38000000,0.002875754158,0.001756031094,0.0003486287294,0.0007852133167,0.0001044273747,0.00007062665905
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Switzerland,CHE,135000000,269000000,440000000,23000000,48000000,34000000,0,0.00226034589,0.001704986543,0.00008454157334,0.00008222233573,0.00005008194756
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Syrian Arab Republic,SYR,877000000,1874000000,739000000,64000000,288000000,22000000,0.409739619,0.1434649822,0.06003920365,0.003311618959,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Tajikistan,TJK,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Tanzania,TZA,11000000,53000000,..,3000000,..,..,0,0,0,0.0002945280695,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Thailand,THA,213000000,306000000,229000000,85000000,49000000,310000000,0.03005698789,0.00945803578,0.002683287772,0.000672509277,0.000143650778,0.0006809880346
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Timor-Leste,TLS,..,..,..,..,18000000,..,0,0,0,0,0.004501466748,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Togo,TGO,2000000,28000000,..,..,1000000,..,0.007874740405,0.02463902044,0,0,0.0003151645543,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Tonga,TON,..,..,6000000,..,..,..,0,0,0.05283372747,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Trinidad and Tobago,TTO,..,22000000,..,11000000,24000000,..,0,0.003527996793,0,0.001348975194,0.001083132769,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Tunisia,TUN,44000000,103000000,4000000,..,7000000,107000000,0.03057173107,0.01177932495,0.000325452814,0,0.0001589069773,0.00265794429
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Turkey,TUR,391000000,488000000,1238000000,1185000000,484000000,410000000,0.02288295165,0.007094127634,0.008216289311,0.004340987052,0.0006270227892,0.0004817281618
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Turkmenistan,TKM,..,..,..,..,27000000,75000000,0,0,0,0,0.001195581244,0.001770729338
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Tuvalu,TUV,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Uganda,UGA,7000000,..,..,6000000,37000000,18000000,0.005555185062,0,0,0.0009687971686,0.001832908447,0.0006952206952
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Ukraine,UKR,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,United Arab Emirates,ARE,69000000,203000000,559000000,247000000,607000000,848000000,0,0.004656096957,0.01102532707,0.002367320495,0.002094639481,0.002216558352
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,United Kingdom,GBR,60000000,561000000,117000000,871000000,491000000,899000000,0.0004591651209,0.0009930122544,0.0001070282439,0.0005285350431,0.0002011327835,0.000342811302
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,United States,USA,46000000,326000000,357000000,334000000,1101000000,547000000,0.0000427555387,0.000113886264,0.0000597031,0.00003247517521,0.00007357475476,0.00002820953901
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Uruguay,URY,10000000,21000000,41000000,4000000,20000000,0,0.004679245283,0.00206631491,0.004409152273,0.000175259833,0.0004964690913,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Uzbekistan,UZB,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Vanuatu,VUT,..,..,..,..,..,..,0,0,0,0,0,0
Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,"Venezuela, RB",VEN,11000000,375000000,170000000,108000000,208000000,..,0.0008561140378,0.005595509712,0.003614866919,0.000921968012,0.000529003165,0
